ID;Sand %;Clay %;Silt %;pH;EC mS/cm;O.M. %;CACO3 %;N_NO3 ppm;P ppm;K ppm;Mg ppm;Fe ppm;Zn ppm;Mn ppm;Cu ppm;B ppm;Adequação MILHO
121;0,70337;0,07149;0,40429;0,67655;0,13289;0,40347;0,0;0,10966;0,03039;0,03672;0,01926;0,05024;0,05436;0,02173;0,00742;0,13333;0,0
1665;0,60547;0,26023;0,30723;0,50676;0,11432;0,46493;0,65369;0,21624;0,01476;0,24769;0,06112;0,01478;0,17309;0,03543;0,0524;0,40513;1,0
1238;0,35522;0,25475;0,57304;0,2246;0,00738;0,0204;0,03667;0,01118;0,00793;0,02578;0,09609;0,35698;0,00203;0,00991;0,04984;0,04273;0,0
794;0,69257;0,03056;0,45863;0,80721;0,98917;0,32389;0,64894;0,11593;0,01438;0,01415;0,33079;0,00678;0,01917;0,16579;0,00579;0,36801;0,0
73;0,82926;0,25779;0,07724;0,77628;0,08841;0,13232;0,0;0,05886;0,02128;0,05141;0,20059;0,05657;0,10443;0,07772;0,05252;0,01111;0,0
923;0,14773;0,24782;0,79596;0,30655;0,62265;0,04578;0,26677;0,05013;0,04532;0,3696;0,18094;0,15937;0,11873;0,02669;0,1008;0,39494;0,0
813;0,55501;0,16259;0,4625;0,45381;0,89604;0,35259;0,09262;0,06004;0,00586;0,02753;0,01672;0,30052;0,12511;0,01016;0,00783;0,30664;0,0
1612;0,34359;0,3738;0,45973;0,50545;0,11253;0,58313;0,00129;0,19364;0,10539;0,23815;0,00576;0,01234;0,06934;0,00355;0,00246;0,24173;1,0
78;0,4516;0,44408;0,27347;0,49865;0,08094;0,29501;0,0;0,04491;0,04764;0,07283;0,22299;0,33081;0,11445;0,0645;0,04748;0,25;0,5
945;0,56506;0,50718;0,08911;0,20768;0,01253;0,25175;0,61692;0,08275;0,09013;0,04241;0,01038;0,02541;0,02618;0,16494;0,00541;0,00076;0,0
1051;0,56093;0,51287;0,0874;0,21949;0,02374;0,2054;0,09208;0,11833;0,01315;0,04865;0,37426;0,22483;0,1517;0,15974;0,0097;0,10677;0,0
46;0,19982;0,50618;0,4697;0,91375;0,09571;0,44252;0,43814;0,03653;0,06587;0,46756;0,12291;0,10343;0,08584;0,03174;0,23145;0,11111;0,0
1566;0,49913;0,24808;0,43052;0,52743;0,13033;0,36132;0,05788;0,22692;0,13741;0,29359;0,00689;0,00084;0,13899;0,00712;0,01262;0,21987;1,0
524;0,60896;0,35093;0,20806;0,86253;0,06813;0,41866;0,51546;0,04126;0,03376;0,27846;0,09317;0,06841;0,05436;0,03608;0,01632;0,11667;0,5
233;0,26276;0,50618;0,40429;0,96765;0,07507;0,37961;0,54124;0,05114;0,06515;0,10526;0,13254;0,07632;0,01144;0,02104;0,01988;0,08333;0,5
645;0,60896;0,22674;0,33888;0,24528;0,02793;0,14967;0,04897;0,05662;0,03066;0,03611;0,16667;0,27025;0,08011;0,13044;0,07893;0,17778;0,0
1449;0,44438;0,3971;0,33045;0,47654;0,09399;0,44665;0,03371;0,16879;0,13558;0,26227;0,00806;0,00623;0,18785;0,08176;0,04942;0,00411;1,0
534;0,29423;0,69248;0,17536;0,55256;0,06351;0,49458;0,06443;0,01785;0,28008;0,19155;0,39552;0,23916;0,09156;0,15501;0,04718;0,37222;0,5
1628;0,50508;0,34283;0,32455;0,14587;0,04691;0,61861;0,52776;0,22076;0,1579;0,33425;0,00158;0,00692;0,13268;0,02147;0,01651;0,34993;1,0
604;0,70337;0,22674;0,24077;0,81132;0,07222;0,2321;0,19072;0,06284;0,03158;0,07956;0,06449;0,03175;0,05579;0,02516;0,02107;0,07778;0,5
1132;0,28022;0,60095;0,28633;0,64289;0,00933;0,29895;0,35319;0,06267;0,0132;0,27496;0,28017;0,16747;0,00528;0,15481;0,05106;0,1167;0,0
1490;0,39501;0,35558;0,42549;0,39213;0,09118;0,58909;0,02811;0,18482;0,19648;0,31001;0,01394;0,00228;0,18131;0,02367;0,02682;0,23627;1,0
61;0,19982;0,28884;0,69863;0,93801;0,07365;0,35141;0,42268;0,08733;0,00839;0,07038;0,01193;0,04146;0,06581;0,02323;0,0184;0,00556;0,5
1180;0,70531;0,25015;0,2141;0,18174;0,05202;0,45274;0,50368;0,05659;0,06737;0,04777;0,32098;0,03934;0,09373;0,0021;0,06375;0,103;0,0
93;0,32571;0,31989;0,5351;0,91105;0,09535;0,43818;0,51933;0,05114;0,04348;0,18482;0,05758;0,03759;0,02003;0,01226;0,02433;0,18889;0,5
667;0,70337;0,25779;0,20806;0,80054;0,0676;0,25813;0,03866;0,04748;0,06171;0,13892;0,10197;0,06241;0,04721;0,04025;0,04095;0,03333;0,5
281;0,19982;0,38198;0,60051;0,83827;0,10016;0,29718;0,54124;0,16483;0,06092;0,15239;0,06281;0,02438;0,06295;0,00696;0,19585;0,03889;0,0
1042;0,45563;0,55732;0,15;0,23784;0,01573;0,06165;0,01441;0,01965;0,04463;0,03651;0,02319;0,26331;0,0984;0,00646;0,00613;0,15347;0,0
360;0,4516;0,35093;0,37158;0,01617;0,0966;0,32972;0,01675;0,20978;0,13499;0,0459;0,12395;0,55234;0,1402;0,20586;0,05341;0,45;0,5
1842;0,52446;0,45114;0,19032;0,2751;0,05238;0,38379;0,05409;0,16734;0,18469;0,3719;0,00053;0,01502;0,16857;0,02759;0,08528;0,33542;1,0
1861;0,5717;0,3713;0,22533;0,28872;0,09908;0,48334;0,03829;0,22715;0,16761;0,21927;0,37404;0,00705;0,14269;0,0883;0,04518;0,24148;1,0
848;0,14132;0,43359;0,60694;0,22585;0,02151;0,12092;0,5279;0,03501;0,03086;0,01162;0,37861;0,36282;0,06798;0,17584;0,0321;0,36004;0,0
1284;0,43078;0,32375;0,42184;0,36319;0,10569;0,42599;0,04732;0,16645;0,12657;0,12121;0,01788;0,01632;0,18374;0,03694;0,04202;0,40084;1,0
111;0,23129;0,50618;0,43699;0,90566;0,09784;0,6269;0,45103;0,16844;0,06468;0,64871;0,10155;0,01522;0,07868;0,0106;0,08279;0,3;0,5
43;0,04246;0,75458;0,37158;0,89218;0,0756;0,35792;0,2616;0,03138;0,02028;0,14871;0,14657;0,15504;0,12589;0,04079;0,03591;0,0;0,5
126;0,19982;0,72353;0,24077;0,47439;0,05105;0,39913;0,0;0,05662;0,12389;0,15789;0,58501;0,45153;0,07868;0,22898;0,0543;0,19444;0,5
205;0,26276;0,53723;0,37158;0,86792;0,10425;0,25597;0,10309;0,14325;0,01771;0,09302;0,03183;0,02346;0,02575;0,00669;1,0;0,00556;0,0
53;0,32571;0,35093;0,5024;0,16712;0,02526;0,33189;0,0;0,0142;0,10301;0,02632;0,00796;0,24429;0,20172;1,0;0,03531;0,32778;0,5
546;0,35718;0,25779;0,56781;0,86253;0,06742;0,47072;0,26418;0,08152;0,09376;0,09119;0,01487;0,0354;0,02861;0,02933;0,02226;0,19444;0,5
69;0,32571;0,35093;0,5024;0,85714;0,08574;0,46421;0,53866;0,11514;0,04942;0,31701;0,06616;0,04681;0,16738;0,03131;0,13709;0,03889;0,5
1064;0,3997;0,44443;0,32702;0,58131;0,00782;0,02811;0,44552;0,0736;0,02928;0,03023;0,1218;0,10651;0,09085;0,00799;0,08231;0,0851;0,0
1448;0,32673;0,45015;0,39684;0,45469;0,10002;0,41379;0,00343;0,08983;0,19127;0,26946;0,01164;0,00862;0,18148;0,03706;0,05296;0,32154;1,0
184;0,19982;0,78563;0,17536;0,48518;0,05906;0,33406;0,0;0,07307;0,00344;0,11444;0,72969;0,21734;0,07439;0,04946;0,01602;0,13889;0,5
138;0,16834;0,56828;0,43699;0,93261;0,09179;0,36659;0,16108;0,04715;0,0413;0,26805;0,06784;0,11772;0,06581;0,0455;0,04777;0,18333;0,5
900;0,24331;0,40541;0,53064;0,93874;0,58609;0,26082;0,46866;0,00385;0,05883;0,04131;0,16625;0,31482;0,00728;0,00511;0,09409;0,09259;0,0
797;0,08395;0,5961;0,49538;0,89147;0,95334;0,22517;0,37479;0,09641;0,01073;0,0392;0,17928;0,19333;0,10448;0,09382;0,07604;0,13403;0,0
133;0,51454;0,38198;0,27347;0,90027;0,07596;0,3449;0,10052;0,03437;0,06019;0,24969;0,11348;0,12498;0,0372;0,04833;0,04599;0,08333;0,5
81;0,4516;0,31989;0,40429;0,93261;0,05372;0,10629;0,09021;0,03063;0,04863;0,0508;0,1451;0,05575;0,07439;0,03725;0,01988;0,00556;0,5
1442;0,65953;0,41628;0,08668;0,39599;0,03043;0,66035;0,01971;0,1915;0,17285;0,37344;0,01872;0,01408;0,1196;0,01058;0,01373;0,22831;1,0
542;0,1054;0,41303;0,66592;0,85445;0,06333;0,49458;0,22938;0,01237;0,04123;0,11628;0,02408;0,06104;0,02861;0,0455;0,02938;0,46111;0,5
1494;0,38614;0,47842;0,30533;0,51466;0,05751;0,5993;0,05569;0,20398;0,08798;0,11156;0,01493;0,00218;0,10314;0,02412;0,02734;0,29207;1,0
984;0,16992;0,76171;0,23162;0,1834;0,58047;0,30701;0,26111;0,16415;3e-05;0,02243;0,37139;0,43596;0,06021;0,13399;0,05482;0,04388;0,0
166;0,1054;0,69248;0,37158;0,91375;0,06706;0,43818;0,13531;0,08111;0,0366;0,29743;0,05465;0,08314;0,03577;0,03297;0,03591;0,08333;0,5
249;0,32571;0,31989;0,5351;0,90027;0,06368;0,27766;0,43814;0,04237;0,02597;0,21114;0,09464;0,04348;0,09728;0,0061;0,05994;0,09444;0,0
447;0,70337;0,25779;0,20806;0,07817;0,03095;0,27332;0,0;0,09464;0,13228;0,05569;0,06135;0,50799;0,0515;0,19001;0,03709;0,34444;0,5
1076;0,57947;0,14002;0,46085;0,70918;0,01641;0,06863;0,54355;0,05771;0,03132;0,05152;0,23454;0,0388;0,06223;0,11543;0,0073;0,16811;0,0
859;0,53715;0,18148;0,46116;0,42725;0,09168;0,21192;0,1293;0,04698;0,01768;0,04403;0,23937;0,24772;0,06936;0,01109;0,06007;0,06402;0,0
1134;0,43589;0,18221;0,56562;0,64539;0,8394;0,46626;0,03461;0,06056;0,0226;0,01735;0,37578;0,26352;0,03489;0,15768;0,0815;0,32689;0,0
98;0,13687;0,53723;0,5024;0,90296;0,10371;0,44902;0,29639;0,0;0,02121;0,22583;0,06805;0,08188;0,03004;0,04127;0,18961;0,14444;0,0
1840;0,52671;0,33152;0,31398;0,45554;0,12507;0,49557;0,04262;0,09514;0,17908;0,26567;0,17484;0,00651;0,18125;0,0264;0,00011;0,12283;1,0
738;0,60896;0,10254;0,4697;0,29111;0,03718;0,38829;0,0;0,0533;0,03759;0,08262;0,1026;0,40925;0,15565;0,12471;0,05083;0,15;0,5
1177;0,48597;0,52168;0,15602;0,20813;0,89309;0,47199;0,14125;0,16604;0,00214;0,01153;0,2019;0,08518;0,04488;0,14939;0,10136;0,03101;0,0
103;0,19982;0,59933;0,37158;0,69003;0,07044;0,33189;0,39691;0,12643;0,05748;0,16585;0,09317;0,133;0,0186;0,025;0,05875;0,2;0,0
435;0,29423;0,59933;0,27347;0,80863;0,06706;0,28633;0,09407;0,04533;0,02729;0,13586;0,09255;0,06852;0,02146;0,03656;0,01869;0,06111;0,0
75;0,26276;0,56828;0,33888;0,8841;0,06742;0,36659;0,07088;0,05844;0,05292;0,16646;0,11432;0,06726;0,07153;0,06905;0,05223;0,04444;0,5
1674;0,40628;0,34504;0,42488;0,40751;0,07424;0,27179;0,00011;0,19721;0,14429;0,22437;0,00853;0,39009;0,15554;0,0707;0,03546;0,37094;1,0
1125;0,75012;0,1105;0,31462;0,56673;0,0;0,20537;0,61865;0,1642;0,0573;0,05318;0,06727;0,01659;0,17852;0,11482;0,05038;0,09676;0,0
919;0,55049;0,51816;0,09267;0,37926;0,35442;0,07876;0,50601;0,16363;0,0225;0,24352;0,11077;0,19805;0,11932;0,13638;0,09469;0,40631;0,0
1603;0,51581;0,43908;0,212;0,42196;0,10987;0,43399;0,01819;0,17998;0,11514;0,05054;0,00769;0,01826;0,09206;0,01417;0,07133;0,27081;1,0
1565;0,70146;0,21976;0,2501;0,50226;0,03402;0,59341;0,04354;0,22849;0,13114;0,28733;0,00188;0,00093;0,15901;0,06078;0,00883;0,26314;1,0
1518;0,40103;0,45854;0,31079;0,37698;0,09488;0,61804;0,00439;0,2227;0,19109;0,16951;0,01127;0,01487;0,16004;0,07174;0,01485;0,352;1,0
763;0,16834;0,31989;0,69863;0,84906;0,31773;0,61171;0,47165;0,2752;0,24856;0,50918;0,10155;0,03759;0,08069;0,01251;0,03694;0,51667;0,5
990;0,4077;0,50895;0,25076;0,25898;0,66964;0,29796;0,12688;0,11125;0,00062;0,04081;0,35684;0,01643;0,10236;0,10435;0,10231;0,03649;0,0
389;0,23129;0,63038;0,30617;0,84097;0,06351;0,18872;0,15464;0,06317;0,03429;0,24296;0,17148;0,07152;0,01431;0,02532;0,02433;0,09444;0,0
236;0,19982;0,47513;0,5024;0,89218;0,10016;0,38178;0,54124;0,11439;0,06277;0,1224;0,07265;0,02073;0,02289;0,00733;0,10593;0,11667;0,0
1656;0,47432;0,21101;0,49535;0,28999;0,09299;0,57887;0,05978;0,21059;0,09333;0,20967;0,01388;0,00094;0,18423;0,08318;0,01799;0,22223;1,0
268;0,29423;0,41303;0,4697;0,91914;0,095;0,43167;0,30026;0,13667;0,02398;0,10526;0,07119;0,03519;0,01144;0,01129;0,02136;0,0;0,5
1112;0,66051;0,35035;0,15511;0,68524;0,42847;0,32083;0,05715;0,1554;0,01465;0,0426;0,35933;0,37348;0,08493;0,00291;0,07716;0,04099;0,0
118;0,48307;0,25779;0,43699;0,67925;0,06511;0,24729;0,0;0,03686;0,07995;0,1224;0,11013;0,15024;0,16023;0,08484;0,02433;0,24444;1,0
1504;0,61357;0,33992;0,21486;0,50882;0,0179;0,48871;0,0214;0,19686;0,11261;0,34904;0,01034;0,01334;0,17567;0,01623;0,03012;0,13879;1,0
674;0,51454;0,19569;0,4697;0,19677;0,03202;0,18004;0,01675;0,065;0,04526;0,05936;0,05402;0,40112;0,11159;0,14842;0,0549;0,16667;0,0
250;0,32571;0,31989;0,5351;0,88679;0,0877;0,2603;0,40335;0,03725;0,00852;0,05936;0,06114;0,05302;0,11731;0,01659;0,01573;0,05;0,5
1356;0,19713;0,53055;0,44683;0,42973;0,1226;0,52489;0,00919;0,19224;0,11246;0,19966;0,01302;0,00423;0,16097;0,08575;0,01456;0,34591;1,0
95;0,54601;0,22674;0,40429;0,96496;0,06902;0,41866;0,36727;0,06317;0,12785;0,26561;0,07454;0,05673;0,11874;0,01001;0,03887;0,15556;0,5
34;0,42012;0,47513;0,27347;0,32345;0,03095;0,3102;0,0;0,01054;0,04645;0,0716;0,34611;0,37985;0,05007;0,22277;0,04688;0,43889;0,5
1367;0,39835;0,29961;0,48097;0,3074;0,08267;0,64178;0,00202;0,22516;0,17751;0,22592;0,00416;0,01747;0,18786;0,07035;0,03859;0,35477;1,0
1563;0,33239;0,45482;0,38603;0,73046;0,04753;0,3061;0,00176;0,21099;0,12765;0,02389;0,00689;0,01188;0,13186;0,05749;0,05242;0,40289;1,0
449;0,42012;0,41303;0,33888;0,89757;0,05265;0,06725;0,29639;0,07272;0,01354;0,09241;0,10092;0,00131;0,00572;0,00605;0,00623;0,13889;0,5
717;0,48307;0,25779;0,43699;0,89218;0,08041;0,3449;0,12887;0,09862;0,0146;0,10159;0,0513;0,02776;0,01516;0,00988;0,08261;0,08889;0,0
1746;0,61724;0,28881;0,26489;0,43249;0,08105;0,62505;0,00017;0,18216;0,18995;0,16343;0,00524;0,0114;0,19337;0,05662;0,0364;0,30902;1,0
1420;0,41912;0,41492;0,33794;0,39361;0,06783;0,12773;0,02266;0,20235;0,15637;0,01227;0,0127;0,42227;0,13821;0,013;0,03169;0,25908;1,0
1;0,51454;0,50618;0,14265;0,18113;0,04874;0,74044;0,0;0,11857;0,11588;0,07099;0,2209;0,47291;0,11359;0,1321;0,04623;0,16667;0,5
1282;0,34923;0,3803;0,44702;0,53346;0,10238;0,3434;0,02419;0,11118;0,19567;0,29543;0,01682;0,3135;0,16212;0,03567;0,04269;0,23747;1,0
1102;0,19096;0,65765;0,31937;0,80702;0,00091;0,09263;0,2462;0,01023;0,04727;0,03041;0,12321;0,43724;0,16777;0,00043;0,06475;0,01698;0,0
83;0,51454;0,31989;0,33888;0,90027;0,05568;0,06725;0,09665;0,02117;0,03383;0,04957;0,15222;0,06235;0,09156;0,04014;0,02552;0,02222;0,5
1203;0,52965;0,61362;0,01378;0,89317;0,0167;0,39926;0,55287;0,09259;0,02532;0,00186;0,07509;0,00014;0,13079;0,00129;0,06452;0,03852;0,0
677;0,4516;0,25779;0,4697;0,19946;0,04714;0,24078;0,01675;0,04674;0,03231;0,07528;0,09045;0,38689;0,22747;0,17422;0,06261;0,19444;0,5
1663;0,52582;0,38938;0,25396;0,33443;0,02542;0,51792;0,05419;0,17488;0,16478;0,36027;0,01866;0,32639;0,16059;0,04595;0,01742;0,40596;1,0
1047;0,32794;0,10696;0,75706;0,42086;0,01637;0,65632;0,29293;0,08728;0,02694;0,03887;0,27379;0,26806;0,01066;0,05282;0,00493;0,13343;0,0
771;0,32571;0,50618;0,33888;0,87332;0,06813;0,37093;0,19716;0,04275;0,02795;0,24847;0,20394;0,05117;0,0505;0,02337;0,09979;0,09444;0,5
1138;0,64568;0,04986;0,48702;0,24927;0,62567;0,24073;0,03567;0,09308;0,18799;0,03381;0,01341;0,15425;0,17004;0,16948;0,00179;0,16376;0,0
1487;0,53123;0,45739;0,1767;0,38703;0,03595;0,6193;0,30304;0,11016;0,10452;0,31908;0,0017;0,00641;0,0832;0,051;0,02422;0,18817;1,0
1481;0,47557;0,26839;0,43361;0,33336;0,05111;0,52663;0,02986;0,17407;0,14686;0,31608;0,00727;0,00508;0,14037;0,05002;0,04378;0,38315;1,0
1792;0,42644;0,27263;0,4802;0,15675;0,00587;0,67917;0,01172;0,20413;0,07995;0,0585;0,00184;0,44532;0,18455;0,02833;0,02044;0,22629;1,0
405;0,23129;0,59933;0,33888;0,81941;0,08592;0,51627;0,15464;0,12095;0,03304;0,08629;0,03476;0,06306;0,09299;0,04282;0,03175;0,18333;0,5
1616;0,32589;0,44019;0,40819;0,37729;0,96553;0,47579;0,16027;0,21852;0,19206;0,01628;0,01704;0,01131;0,18433;0,00699;0,0123;0,27135;1,0
1211;0,86659;0,1266;0,17662;0,96453;0,08004;0,17989;0,64166;0,0994;0,05317;0,00522;0,16591;0,15525;0,00446;0,00729;0,00044;0,06143;0,0
105;0,29423;0,50618;0,37158;0,50404;0,12755;0,34273;0,0;0,04126;0,1924;0,16279;0,24497;0,26562;0,06009;0,07301;0,05697;0,07222;0,5
689;0,70337;0,19569;0,27347;0,13747;0,06208;0,30369;0,01289;0,11514;0,02101;0,07405;0,06198;0,38721;0,08011;0,28282;0,04303;0,21667;0,0
1217;0,67198;0,39388;0,09734;0,86609;0,29256;0,14497;0,37468;0,00913;0,04609;0,00161;0,00603;0,15599;0,09069;0,09986;0,00458;0,16446;0,0
827;0,16707;0,86785;0,12278;0,35172;0,11403;0,27578;0,2398;0,046;0,15443;0,04037;0,01378;0,23876;0,1047;0,11585;0,06677;0,10625;0,0
63;0,42012;0,28884;0,4697;0,51482;0,10069;0,21909;0,0;0,02997;0,02557;0,04223;0,07454;0,30211;0,08727;0,15859;0,03976;0,01111;0,5
853;0,92996;0,07201;0,16828;0,23428;0,57296;0,21118;0,51499;0,06539;0,01386;0,02976;0,31412;0,01293;0,17817;0,06434;0,05576;0,05319;0,0
1413;0,63458;0,19222;0,3486;0,38628;0,03198;0,33216;0,02292;0,16974;0,14573;0,24363;0,22408;0,00652;0,17758;0,08278;0,01164;0,28016;1,0
224;0,26276;0,63038;0,27347;0,80863;0,08841;0,46204;0,04124;0,0347;0,06554;0,15483;0,06679;0,05275;0,02861;0,06091;0,06647;0,06111;0,5
146;0,1054;0,59933;0,4697;0,89218;0,22416;0,50976;0,12242;0,11514;0,14001;0,27417;0,08124;0,11761;0,06152;0,04127;0,03205;0,12778;0,5
1089;0,3996;0,4406;0,33118;0,56561;0,03604;0,2164;0,32804;0,10637;0,0622;0,01577;0,33701;0,07455;0,12841;0,14759;0,10179;0,0356;0,0
374;0,38865;0,47513;0,30617;0,83288;0,61377;0,35575;0,08763;0,61406;0,3776;0,38372;0,37856;0,03628;0,3133;0,03484;0,77953;0,26667;0,5
1324;0,40587;0,37122;0,39773;0,53457;0,03882;0,60264;0,02558;0,19978;0,13533;0,17223;0,00627;0,30805;0,18542;0,02226;0,00907;0,24374;1,0
1824;0,42747;0,28225;0,469;0,31323;0,10323;0,52467;0,03514;0,19288;0,16337;0,06409;0,01454;0,01403;0,15528;0,08491;0,05238;0,26801;1,0
1482;0,27794;0,41636;0,48313;0,48248;0,12357;0,39034;0,01517;0,19179;0,04961;0,21181;0,00543;0,05323;0,15699;0,03045;0,02075;0,26564;1,0
1499;0,36691;0,55348;0,24625;0,50856;0,72552;0,36676;0,00574;0,18056;0,16022;0,25511;0,00362;0,01421;0,17578;0,07476;0,03421;0,29227;1,0
1232;0,58599;0,09375;0,50282;0,79798;0,01286;0,34404;0,07069;0,00748;0,0049;0,01959;0,17224;0,0716;0,01455;0,12131;0,09595;0,12475;0,0
10;0,34459;0,42545;0,40429;0,82507;0,08592;0,45491;0,11224;0,07349;0,02525;0,07834;0,10008;0,09705;0,0083;0,01381;0,01365;0,16667;0,5
450;0,38865;0,44408;0,33888;0,76011;0,08148;0,30586;0,09407;0,18056;0,06515;0,14076;0,07391;0,14445;0,03577;0,06616;0,03858;0,19444;0,5
709;0,42012;0,47513;0,27347;0,85175;0,08557;0,24729;0,18428;0,3348;0,06231;0,22277;0,08606;0,04681;0,03333;0,01943;0,02582;0,15;0,5
256;0,29423;0,44408;0,43699;0,89488;0,06742;0,52495;0,34794;0,09903;0,0078;0,13097;0,07977;0,0497;0,09013;0,02425;0,02582;0,12778;0,5
883;0,13054;0,07421;0,99668;0,89566;0,00641;0,13106;0,34357;0,15457;0,04293;0,02362;0,20863;0,37564;0,08441;0,00745;0,00237;0,15469;0,0
390;0,26276;0,56828;0,33888;0,86523;0,05586;0,13666;0,16495;0,0303;0,05801;0,20196;0,14719;0,0324;0,01431;0,03297;0,01632;0,12222;0,0
909;0,06822;0,67186;0,43194;0,63062;0,81651;0,56893;0,50997;0,1311;0,05962;0,31274;0,37268;0,01318;0,05984;0,03312;0,00522;0,16681;0,0
925;0,16177;0,46073;0,55711;0,17226;0,03672;0,55232;0,42652;0,07025;0,15019;0,02201;0,23522;0,1078;0,00704;0,07608;6e-05;0,34795;0,0
1596;0,587;0,41611;0,16223;0,29062;0,06215;0,59775;0,00244;0,19699;0,18266;0,32995;0,01547;0,00774;0,15416;0,07242;0,0126;0,30356;1,0
1741;0,51386;0,44557;0,20721;0,34503;0,1288;0,39685;0,04134;0,19416;0,06379;0,29313;0,00022;0,00929;0,14274;0,09918;0,01879;0,40054;1,0
461;0,19982;0,63038;0,33888;0,85984;0,06244;0,34707;0,32216;0,07164;0,02557;0,19767;0,06951;0,05739;0,02146;0,03897;0,02997;0,2;0,0
1186;0,8916;0,15626;0,11941;0,52793;0,19871;0,07218;0,30084;0,00941;0,01361;0,03315;0,19628;0,22613;0,10009;0,00513;0,09277;0,24118;0,0
959;0,10332;0,87266;0,18397;0,91016;0,99901;0,08948;0,15612;0,12265;0,16118;0,00219;0,34539;0,22327;0,11774;0,04876;0,032;0,14855;0,0
502;0,51454;0,41303;0,24077;0,79784;0,07151;0,35358;0,0683;0,0665;0,0477;0,08017;0,11265;0,08636;0,1073;0,10775;0,04332;0,06111;0,5
740;0,16834;0,66143;0,33888;0,80593;0,12168;0,50759;0,28351;0,37573;0,08563;0,18605;0,06072;0,04975;0,12361;0,02353;0,05;0,02778;0,5
1760;0,42429;0,45035;0,29525;0,52825;0,07274;0,57879;0,01131;0,22489;0,17094;0,20096;0,01224;0,01743;0,14146;0,04764;0,0096;0,36865;1,0
869;0,08319;1,0;0,07076;0,91699;0,96015;0,17963;0,02482;0,08276;0,04523;0,04807;0,01006;0,07858;0,04139;0,00232;0,00752;0,00175;0,0
732;0,19982;0,69248;0,27347;0,77898;0,07952;0,56616;0,12887;0,08949;0,12422;0,40453;0,37563;0,11903;0,06767;0,08601;0,03837;0,02778;0,5
540;0,48307;0,35093;0,33888;0,83827;0,05728;0,34273;0,1933;0,01171;0,03033;0,10404;0,04355;0,05979;0,02432;0,03013;0,01128;0,05556;0,5
698;0,23129;0,63038;0,30617;0,14555;0,03629;0,39046;0,0232;0,20355;0,06601;0,15055;0,38819;0,31799;0,16023;0,15174;0,04006;0,18333;0,5
1804;0,50194;0,28669;0,38693;0,48918;0,08104;0,28382;0,05038;0,20987;0,17107;0,35754;0,00056;0,01271;0,1812;0,07421;0,00145;0,10367;1,0
1650;0,57661;0,48387;0,10166;0,48109;0,08032;0,35958;0,01247;0,2036;0,10677;0,28954;0,00917;0,00147;0,17913;0,03237;0,03591;0,22893;1,0
1146;0,69563;0,1177;0,36366;0,24185;0,00399;0,01612;0,13416;0,00379;0,07028;0,36796;0,31891;0,32315;0,10806;0,01186;0,07897;0,00278;0,0
1032;0,2183;0,81165;0,12875;0,23893;0,27652;0,48513;0,37392;0,14247;0,05457;0,02631;0,26928;0,18239;0,12759;0,00835;0,03632;0,01754;0,0
373;0,35718;0,50618;0,30617;0,79245;1,0;0,35792;0,08763;0,52665;0,51543;0,2295;0,18488;0,04844;0,40916;0,0585;0,95519;0,15556;0,5
668;0,42012;0,44408;0,30617;0,01617;0,02899;0,31887;0,00644;0,07305;0,02643;0,23623;0,15327;0,31815;0,06438;0,1299;0,02166;0,27222;0,5
1428;0,52115;0,34493;0,30563;0,34393;0,09138;0,40881;0,02374;0,1993;0,12543;0,08404;0,01586;0,00366;0,18895;0,06627;0,01079;0,38928;1,0
358;0,1054;0,90983;0,14265;0,79515;0,06938;0,31236;0,08763;0,02632;0,17668;0,11506;0,28727;0,13747;0,04006;0,05181;0,06617;0,01667;0,0
968;0,5325;0,3353;0,30398;0,83562;0,0196;0,33027;0,42072;0,07933;0,00293;0,02953;0,11707;0,37413;0,10088;0,00434;0,09855;0,20681;0,0
784;0,02369;0,64927;0,50201;0,26984;0,2406;0,11284;0,60658;0,13773;0,06441;0,00682;0,30104;0,34586;0,05157;0,01318;0,08368;0,02057;0,0
736;0,64043;0,13359;0,40429;0,4124;0,04963;0,39479;0,0;0,09829;0,09237;0,06671;0,13317;0,43478;0,17496;0,07906;0,04964;0,15;1,0
1036;0,21278;0,49079;0,47244;0,20441;0,86986;0,10263;0,38709;0,2277;0,05543;0,0509;0,14638;0,40359;0,08245;0,03901;0,06663;0,26549;0,0
971;0,09735;0,61331;0,46334;0,24809;0,53968;0,04268;0,50209;0,01441;0,06158;0,00649;0,11772;0,13528;0,0769;0,04135;0,05672;0,17801;0,0
1615;0,34207;0,40232;0,43127;0,29468;0,37589;0,39431;0,01599;0,21946;0,18907;0,319;0,00664;0,01258;0,1451;0,03794;0,09871;0,26208;1,0
1506;0,39094;0,49402;0,2839;0,35927;0,02956;0,12295;0,18128;0,02004;0,18227;0,14858;0,00789;0,00561;0,13648;0,02825;0,04031;0,24232;1,0
1426;0,52559;0,29185;0,35692;0,96444;0,11129;0,37412;0,00451;0,1756;0,11081;0,26995;0,00106;0,38847;0,14758;0,06845;0,03926;0,31847;1,0
1393;0,53831;0,41522;0,21376;0,33423;0,11197;0,57544;0,05988;0,18754;0,19511;0,35436;0,00259;0,00811;0,17697;0,05244;0,03858;0,3543;1,0
1783;0,47747;0,33971;0,35651;0,50661;0,06211;0,55627;0,03465;0,19719;0,18812;0,34466;0,0;0,00829;0,08746;0,06816;0,04223;0,38112;1,0
