ID;Sand %;Clay %;Silt %;pH;EC mS/cm;O.M. %;CACO3 %;N_NO3 ppm;P ppm;K ppm;Mg ppm;Fe ppm;Zn ppm;Mn ppm;Cu ppm;B ppm;Adequação MILHO
23;0,06667;0,89655;0,25926;0,81941;0,06196;0,27766;0,03608;0,03213;0,06389;0,29743;0,2835;0,15329;0,05007;0,07531;0,07033;0,0;0,0
222;0,3;0,44828;0,48148;0,91105;0,12685;0,22343;0,44459;0,25109;0,04123;0,08568;0,09276;0,05363;0,02289;0,00514;0,0276;0,11111;0,5
535;0,16667;0,65517;0,40741;0,74124;0,0421;0,51844;0,1482;0,01602;0,03502;0,17381;0,13756;0,08527;0,05007;0,06145;0,02641;0,07222;0,5
674;0,53333;0,2069;0,48148;0,19677;0,00838;0,18004;0,01675;0,065;0,04526;0,05936;0,05402;0,40112;0,11159;0,14842;0,0549;0,16667;0,0
766;0,43333;0,48276;0,2963;0,33423;0,02041;0,40781;0,0;0,07413;0,02286;0,15177;0,27073;0,3553;0,0681;0,06385;0,04365;0,11111;0,5
718;0,43333;0,27586;0,51852;0,91644;0,03882;0,24295;0,28351;0,03761;0,01843;0,09731;0,03664;0,03082;0,01144;0,00996;0,04472;0,06111;0,0
655;0,16667;0,82759;0,22222;0,4124;0,02387;0,42082;0,0232;0,11332;0,03958;0,27785;0,3951;0,26616;0,06724;0,17792;0,0451;0,07778;0,5
204;0,4;0,51724;0,2963;0,87332;0,03609;0,27332;0,07088;0,04201;0,01526;0,15361;0,0134;0,03933;0,0186;0,01713;0,01929;0,0;0,5
238;0,23333;0,37931;0,62963;0,90566;0,10024;0,4295;0,28351;0,05886;0,12111;0,38739;0,05109;0,01227;0,18455;0,0;0,09407;0,28889;0,5
94;0,1;0,58621;0,55556;0,91644;0,05176;0,46421;0,44201;0,04416;0,05438;0,4082;0,09715;0,05897;0,02289;0,0198;0,05193;0,25556;0,5
383;0,1;0,75862;0,37037;0,83827;0,03681;0,24295;0,19716;0,10784;0,01724;0,2705;0,2433;0,06115;0,02432;0,03709;0,03591;0,03889;0,0
345;0,4;0,48276;0,33333;0,89218;0,04975;0,60954;0,40979;0,22294;0,06581;0,19706;0,06533;0,03393;0,07439;0,03431;0,05816;0,27222;0,5
487;0,2;0,72414;0,2963;0,84636;0,04939;0,31887;0,25515;0,09796;0,04625;0,19645;0,15389;0,07599;0,03004;0,06889;0,03175;0,10556;0,0
285;0,53333;0,37931;0,2963;0,47709;0,06525;0,21909;0,0;0,0336;0,06151;0,06242;0,05465;0,43991;0,04578;0,13065;0,08101;0,06667;0,5
185;0,33333;0,75862;0,11111;0,6442;0,04738;0,4577;0,08376;0,1619;0,0218;0,0716;0,74058;0,15586;0,06581;0,03495;0,01632;0,23889;0,5
634;0,53333;0,10345;0,59259;0,36119;0,01002;0,141;0,03222;0,07671;0,05425;0,00918;0,03518;0,18002;0,06152;0,09988;0,03027;0,09444;0,0
673;0,33333;0,31034;0,59259;0,54178;0,02023;0,24729;0,01031;0,0533;0,05167;0,08446;0,09255;0,1869;0,11159;0,066;0,04748;0,34444;0,5
154;0,1;0,31034;0,85185;0,97305;0,05905;0,64425;0,42912;0,07671;0,11027;0,19339;0,0425;0,04948;0,15308;0,04159;0,07418;0,33333;0,5
76;0,23333;0,75862;0,22222;0,95148;0,05303;0,1757;0,28995;0,16296;0,02002;0,11628;0,1943;0,04593;0,07296;0,0274;0,01484;0,00556;0,0
780;0,1;0,55172;0,59259;0,87332;0,0472;0,29284;0,59665;0,03105;0,04533;0,18605;0,1072;0,03808;0,02332;0,00744;0,0589;0,09444;0,0
278;0,3;0,62069;0,2963;0,87332;0,0421;0,43601;0,24871;0,06102;0,06165;0,29131;0,17672;0,09498;0,10873;0,04239;0,06231;0,08333;0,0
69;0,33333;0,37931;0,51852;0,85714;0,06342;0,46421;0,53866;0,11514;0,04942;0,31701;0,06616;0,04681;0,16738;0,03131;0,13709;0,03889;0,5
491;0,2;0,68966;0,33333;0,8221;0,0339;0,47939;0,28093;0,08949;0,06303;0,18176;0,04544;0,1025;0,14592;0,12321;0,05549;0,05;0,0
189;0,5;0,48276;0,22222;0,71159;0,0164;0,27983;0,07732;0,03433;0,04275;0,08201;0,54209;0,15875;0,06724;0,01932;0,00712;0,04444;0,5
272;0,3;0,44828;0,48148;0,87062;0,039;0,2321;0,05541;0,13448;0,04123;0,15361;0,05653;0,06797;0,15594;0,03035;0,10653;0,23333;0,5
237;0,23333;0,48276;0,51852;0,92722;0,0359;0,26464;0,53866;0,05187;0,05497;0,15789;0,09904;0,04402;0,01574;0,01434;0,04154;0,16667;0,0
89;0,4;0,37931;0,44444;0,98383;0,08147;0,59002;0,04124;0,10485;0,01943;0,04406;0,12353;0,15662;0,09728;0,09131;0,08042;0,38333;0,5
665;0,56667;0,37931;0,25926;0,04852;0,02716;0,33839;0,00644;0,13266;0,04189;0,03917;0,1139;0,3667;0,09156;0,33255;0,03769;0,26667;0,5
118;0,5;0,27586;0,44444;0,67925;0,04228;0,24729;0,0;0,03686;0,07995;0,1224;0,11013;0,15024;0,16023;0,08484;0,02433;0,24444;1,0
126;0,2;0,7931;0,22222;0,47439;0,02788;0,39913;0,0;0,05662;0,12389;0,15789;0,58501;0,45153;0,07868;0,22898;0,0543;0,19444;0,5
644;0,46667;0,41379;0,33333;0,56334;0,05103;0,10412;0,01031;0,06832;0,00998;0,08262;0,05381;0,08657;0,04006;0,06348;0,02967;0,04444;0,5
290;0,56667;0,10345;0,55556;0,71968;0,04757;0,13666;0,00387;0,0548;0,29462;0,16463;0,08961;0,09673;0,82759;0,01566;0,07558;0,06667;0,5
239;0,03333;0,58621;0,62963;0,87601;0,078;0,69414;0,50258;0,0526;0,20251;0,806;0,10322;0,03748;0,05866;0,02221;0,15816;0,39444;0,5
1;0,53333;0,55172;0,11111;0,18113;0,02551;0,74044;0,0;0,11857;0,11588;0,07099;0,2209;0,47291;0,11359;0,1321;0,04623;0,16667;0,5
773;0,46667;0,55172;0,18519;0,86792;0,03226;0,25597;0,08763;0,0738;0,02597;0,20135;0,40913;0,06955;0,01717;0,02616;0,03837;0,01111;0,5
500;0,4;0,58621;0,22222;0,80593;0,04246;1,0;0,21005;0,1491;0,01923;0,1071;0,06637;0,11374;0,04149;0,09849;0,03056;0,08333;0,5
684;0,76667;0,2069;0,22222;0,40701;0,0339;0,3731;0,0232;0,13598;0,2183;0,17197;0,13358;0,58098;0,23891;0,02623;0,0362;0,17222;0,5
679;0,46667;0,31034;0,44444;0,43935;0,04447;0,33189;0,01289;0,1608;0,14939;0,08568;0,06323;0,24849;0,1402;0,08757;0,05964;0,20556;0,5
279;0,16667;0,7931;0,25926;0,83019;0,12776;0,50976;0,24485;0,15276;0,02002;0,29131;0,16185;0,07523;0,01288;0,03185;0,02433;0,07222;0,5
612;0,46667;0,58621;0,14815;0,20755;0,01804;0,46204;0,00387;0,1129;0,1264;0,14076;0,3325;0,54405;0,11588;0,28422;0,07626;0,31111;0,5
117;0,23333;0,31034;0,7037;0,86253;0,0873;0,47505;0,33505;0,09132;0,08801;0,2754;0,04606;0,0755;0,10443;0,02435;0,02997;0,14444;0,5
229;0,2;0,48276;0,55556;0,90027;0,05887;0,141;0,34149;0,03213;0,02801;0,07956;0,03266;0,0365;0,01431;0,02323;0,01691;0,13333;0,0
649;0,36667;0,41379;0,44444;0,79245;0,04192;0,24946;0,28093;0,09754;0,01784;0,05508;0,09401;0,04075;0,04435;0,01782;0,01869;0,08889;0,5
568;0,26667;0,75862;0,18519;0,30189;0,01658;0,49458;0,08763;0,13781;0,14688;0,17625;0,40243;0,3098;0,08155;0,14725;0,073;0,13333;0,5
443;0,33333;0,55172;0,33333;0,8248;0,0534;0,28633;0,05541;0,0694;0,05035;0,1328;0,07412;0,0366;0,02146;0,03308;0,02849;0,13889;0,5
275;0,36667;0,41379;0,44444;0,96765;0,09914;0,67462;0,44459;0,19589;0,34774;0,58323;0,15348;0,03;0,70386;0,01804;0,15074;0,43333;0,5
319;0,06667;0,27586;0,92593;0,98383;0,0667;0,40564;0,51933;0,15129;0,06587;0,08078;0,02282;0,03273;0,04006;0,01408;0,08605;0,16667;0,0
539;0,23333;0,75862;0,22222;0,6442;0,15509;0,36009;0,0451;0,43168;0,0699;0,17381;0,26843;0,11134;0,07725;0,07333;0,02819;0,08889;0,5
145;0,2;0,55172;0,48148;0,92722;0,04228;0,40998;0,44459;0,05554;0,06059;0,09914;0,1005;0,07648;0,0515;0,01038;0,02493;0,1;0,0
494;0,33333;0,86207;0,0;0,72237;0,04192;0,36226;0,07088;0,20795;0,06131;0,07956;0,28476;0,15891;0,05293;0,10239;0,02849;0,05;0,5
486;0,23333;0,68966;0,2963;0,84906;0,05194;0,35141;0,15464;0,05952;0,4666;0,34578;0,0915;0,05624;0,14592;0,0478;0,02967;0,24444;0,5
709;0,43333;0,51724;0,25926;0,85175;0,06324;0,24729;0,18428;0,3348;0,06231;0,22277;0,08606;0,04681;0,03333;0,01943;0,02582;0,15;0,5
573;0,33333;0,55172;0,33333;0,83019;0,039;0,36226;0,12242;0,08883;0,0448;0,26805;0,09778;0,0276;0,04149;0,03565;0,04273;0,15;0,5
370;0,36667;0,58621;0,25926;0,39892;0,03372;0,34924;0,02577;0,04898;0,04308;0,06181;0,21608;0,32524;0,08584;0,19365;0,08754;0,15556;0,5
269;0,36667;0,41379;0,44444;0,93261;0,05431;0,43818;0,35825;0,08368;0,02121;0,08813;0,11118;0,03431;0,00858;0,01333;0,0184;0,03333;0,5
555;0,63333;0,2069;0,37037;0,86523;0,06944;0,43167;0,22294;0,15931;0,08345;0,08017;0,04711;0,02068;0,04721;0,02355;0,01929;0,17778;0,5
308;0,16667;0,58621;0,48148;0,8841;0,04137;0,38178;0,2616;0,06064;0,02108;0,24602;0,13526;0,05201;0,04027;0,02261;0,07428;0,14444;0,0
311;0,0;0,62069;0,62963;0,92722;0,06069;0,61822;0,6366;0,05225;0,05134;0,31212;0,10343;0,09007;0,03004;0,04303;0,10415;0,28333;0,0
434;0,33333;0,58621;0,2963;0,87601;0,03572;0,23427;0,26418;0,04566;0,02279;0,19829;0,04104;0,08025;0,02432;0,05845;0,02671;0,08889;0,5
47;0,26667;0,48276;0,48148;0,91644;0,05941;0,34924;0,53866;0,03503;0,05755;0,32987;0,1139;0,04577;0,10014;0,00616;0,01958;0,16667;0,0
350;0,13333;0,58621;0,51852;0,95687;0,02971;0,34924;0,10954;0,15094;0,02868;0,13953;0,11956;0,08166;0,01574;0,06145;0,03531;0,08889;0,0
372;0,6;0,41379;0,18519;0,50404;0,0452;0,35792;0,01933;0,10925;0,1153;0,15422;0,29795;0,22705;0,14878;0,17171;0,08309;0,32778;1,0
592;0,3;0,68966;0,22222;0,3531;0,02151;0,42082;0,03608;0,09173;0,08219;0,11322;0,509;0,19917;0,07439;0,13451;0,11484;0,20556;0,5
262;0,3;0,48276;0,44444;0,83019;0,0667;0,37961;0,54124;0,03909;0,01962;0,08262;0,07182;0,01888;0,00286;0,00824;0,02255;0,06111;0,5
196;0,5;0,55172;0,14815;0,7655;0,01713;0,28416;0,14562;0,09684;0,00978;0,07589;0,50419;0,09689;0,02432;0,02269;0,00475;0,01111;0,0
781;0,16667;0,48276;0,59259;0,89218;0,04629;0,49675;0,46778;0,08443;0,01724;0,36169;0,07642;0,04342;0,03877;0,01638;0,16341;0,11111;0,0
656;0,2;0,7931;0,22222;0,26954;0,01276;0,37744;0,03222;0,10784;0,11688;0,20318;0,34569;0,3787;0,06581;0,1876;0,05074;0,18333;0,5
108;0,1;0,65517;0,48148;0,81671;0,05996;0,54447;0,34794;0,09314;0,10096;0,17625;0,12395;0,14904;0,02146;0,0251;0,0362;0,19444;0,5
60;0,4;0,31034;0,51852;0,9407;0,05631;0,32972;0,25515;0,07347;0,01863;0,13341;0,00817;0,03579;0,11302;0,04534;0,02671;0,0;0,5
587;0,23333;0,62069;0,37037;0,77358;0,05704;0,30152;0,12629;0,17325;0,03733;0,20318;0,20352;0,05903;0,03577;0,03661;0,03917;0,07778;0,5
537;0,23333;0,68966;0,2963;0,6469;0,0534;0,39696;0,04897;0,08077;0,20383;0,14382;0,32056;0,0977;0,05579;0,03736;0,02997;0,04444;0,5
101;0,4;0,41379;0,40741;0,2938;0,05467;0,40564;0,0;0,01096;0,0524;0,06059;0,13212;0,50968;0,08011;0,0531;0,03561;0,2;0,5
769;0,43333;0,51724;0,25926;0,75741;0,05741;0,37744;0,13273;0,05446;0,02676;0,2142;0,18991;0,08619;0,02775;0,04293;0,05923;0,00556;0,5
776;0,56667;0,48276;0,14815;0,87062;0,05395;0,22777;0,34794;0,03437;0,02735;0,25765;0,03371;0,03911;0,04163;0,01683;0,03329;0,01111;0,5
571;0,43333;0,55172;0,22222;0,85445;0,03809;0,31236;0,16108;0,04898;0,044;0,15361;0,1585;0,0335;0,02432;0,04196;0,03234;0,12778;0,5
437;0,3;0,37931;0,55556;0,88679;0,0359;0,37961;0,42526;0,04964;0,03231;0,06242;0,01738;0,0347;0,01574;0,02805;0,0178;0,06667;0,5
180;0,23333;0,86207;0,11111;0,69003;0,04447;0,28633;0,08376;0,09392;0,00423;0,1634;0,74079;0,18537;0,02003;0,04528;0,027;0,28333;0,5
305;0,03333;0,65517;0,55556;0,85175;0,05759;0,49241;0,49356;0,14618;0,12924;0,62485;0,07203;0,02088;0,08667;0,00743;0,31396;0,11111;0,0
412;0,53333;0,27586;0,40741;0,85445;0,0328;0,24729;0,39304;0,06683;0,01348;0,08201;0,16122;0,02635;0,02575;0,01006;0,01454;0,18889;0,5
458;0,26667;0,68966;0,25926;0,84367;0,04319;0,21258;0,18428;0,06832;0,00991;0,20318;0,13987;0,08668;0,03004;0,03966;0,03976;0,03333;0,0
753;0,46667;0,55172;0,18519;0,84097;0,04429;0,42299;0,10954;0,06683;0,1819;0,29498;1,0;0,08674;0,08355;0,01971;0,02184;0,08889;0,5
150;0,33333;0,41379;0,48148;0,95687;0,05067;0,34273;0,28737;0,03063;0,01843;0,15361;0,08082;0,06126;0,03433;0,02077;0,02077;0,21111;0,5
125;0,36667;0,51724;0,33333;0,37197;0,04046;0,8026;0,0;0,01718;0,02174;0,07895;0,24916;0,50401;0,07439;0,26966;0,04866;0,17778;0,5
621;0,26667;0,72414;0,22222;0,28571;0,01987;0,38178;0,02577;0,02192;0,14985;0,24908;0,20101;0,25994;0,03863;0,16908;0,05193;0,23333;0,5
681;0,26667;0,48276;0,48148;0,24528;0,01039;0,4295;0,02577;0,10742;0,02834;0,26438;0,17127;0,39807;0,07582;0,12129;0,06973;0,26111;0,5
186;0,3;0,72414;0,18519;0,59299;0,02752;0,51193;0,0;0,05663;0,02028;0,11689;0,68405;0,25083;0,04721;0,05213;0,02018;0,37222;0,5
529;0,3;0,65517;0,25926;0,70889;0,04119;0,22993;0,08763;0,11473;0,03185;0,10465;0,09778;0,07932;0,04721;0,03436;0,02404;0,15;0,0
532;0,3;0,68966;0,22222;0,60647;0,06962;0,54447;0,13273;0,11763;0,16677;0,16769;0,22048;0,21172;0,29041;0,09179;0,03828;0,17778;0,5
450;0,4;0,48276;0,33333;0,76011;0,05905;0,30586;0,09407;0,18056;0,06515;0,14076;0,07391;0,14445;0,03577;0,06616;0,03858;0,19444;0,5
771;0,33333;0,55172;0,33333;0,87332;0,04538;0,37093;0,19716;0,04275;0,02795;0,24847;0,20394;0,05117;0,0505;0,02337;0,09979;0,09444;0,5
452;0,23333;0,58621;0,40741;0,84636;0,04994;0,33839;0,41881;0,16777;0,01936;0,10771;0,04983;0,07861;0,01717;0,03169;0,01869;0,11667;0,5
322;0,33333;0,2069;0,7037;0,91375;0,06087;0,45336;0,55541;0,095;0,07215;0,06916;0,01193;0,02853;0,02432;0,03211;0,00801;0,07778;0,5
354;0,4;0,48276;0,33333;0,89218;0,0924;0,49892;0,14562;0,37719;0,10393;0,18299;0,38233;0,06977;0,05866;0,0395;0,03501;0,18333;0,5
722;0,5;0,44828;0,25926;0,86523;0,04556;0,26247;0,11985;0,08991;0,02028;0,15177;0,1317;0,04511;0,0103;0,02097;0,02662;0,13889;0,5
143;0,4;0,31034;0,51852;0,69542;0,06944;0,26464;0,0;0,05811;0,09204;0,06793;0,03392;0,19393;0,11731;0,05278;0,03145;0,12778;0,5
371;0,4;0,55172;0,25926;0,38544;0,02005;0,34056;0,01289;0,03246;0,0598;0,07222;0,18132;0,34832;0,08298;0,23835;0,09288;0,17222;0,5
142;0,63333;0,44828;0,11111;0,61456;0,09951;0,26247;0,0;0,0186;0,08246;0,10771;0,07224;0,12798;0,09585;0,08082;0,07151;0,18889;0,5
400;0,3;0,65517;0,25926;0,83288;0,03353;0,2321;0,19974;0,07928;0,02359;0,18788;0,12332;0,02951;0,01431;0,02387;0,01721;0,1;0,0
508;0,5;0,31034;0,40741;0,84906;0,04338;0,30369;0,20619;0,14652;0,05325;0,07772;0,02303;0,05679;0,04292;0,07526;0,02433;0,03333;0,5
321;0,16667;0,86207;0,18519;0,50674;0,20011;0,44469;0,0;0,65499;0,22227;0,19278;0,35448;0,27096;0,02432;0,22282;0,06053;0,35556;0,5
20;0,36667;0,27586;0,59259;0,79515;0,07418;0,27115;0,03866;0,02084;0,04665;0,05998;0,09987;0,1881;0,05579;0,0274;0,03769;0,00556;0,5
173;0,8;0,10345;0,2963;0,93261;0,05158;0,29501;0,05541;0,09829;0,06713;0,02203;0,01361;0,01075;0,0372;0,01675;0,00742;0,06111;0,5
638;0,76667;0,06897;0,37037;0,24528;0,03299;0,13883;0,00644;0,14727;0,01962;0,01285;0,06763;0,16966;0,06152;0,10635;0,01751;0,17778;0,0
313;0,1;0,44828;0,7037;0,91105;0,04884;0,49024;0,62371;0,04786;0,03489;0,12362;0,08312;0,06372;0,01574;0,03174;0,0276;0,11111;0,5
391;0,33333;0,58621;0,2963;0,87062;0,04902;0,11931;0,14562;0,11913;0,04658;0,2093;0,14133;0,02509;0,01001;0,02419;0,01662;0,11667;0,5
728;0,43333;0,55172;0,22222;0,14286;0,02005;0,37527;0,0;0,07455;0,08173;0,0967;0,37961;0,31242;0,09599;0,12728;0,05588;0,21667;0,5
13;0,62;0,3931;0,18519;0,64447;0,1068;0,21343;0,00515;0,03466;0,02983;0,07283;0,23032;0,3182;0,03262;0,06873;0,03858;0,17222;0,5
408;0,43333;0,41379;0,37037;0,84906;0,04811;0,42082;0,23582;0,00548;0,02458;0,05692;0,09506;0,0707;0,04149;0,0341;0,027;0,23333;0,5
409;0,23333;0,62069;0,37037;0,86523;0,03226;0,27983;0,28093;0,05222;0,01817;0,09976;0,17462;0,03306;0,02289;0,01627;0,04006;0,08889;0,0
306;0,13333;0,65517;0,44444;0,87062;0,04174;0,34707;0,30284;0,02301;0,1295;0,18605;0,10867;0,00638;0,00858;0,0023;0,04688;0,15556;0,5
355;0,53333;0,27586;0,40741;0,89757;0,0596;0,29067;0,09407;0,26607;0,20311;0,14565;0,10218;0,05324;0,09871;0,01975;0,0368;0,20556;0,5
26;0,53333;0,51724;0,14815;0,71698;0,05121;0,26464;0,0232;0,01644;0,30274;0,27295;0,36788;0,19153;0,08441;0,10154;0,10772;0,08333;0,5
585;0,33333;0,44828;0,44444;0,86253;0,0534;0,2538;0,17139;0,14104;0,08616;0,14504;0,11013;0,01467;0,02432;0,01226;0,02107;0,10556;0,5
170;0,33333;0,68966;0,18519;0,48248;0,02515;0,46638;0,0;0,03653;0,15996;0,13892;0,51654;0,55398;0,09156;0,09897;0,07567;0,31667;0,5
39;0,33333;0,65517;0,22222;0,57412;0,02752;0,30369;0,0;0,02922;0,04995;0,0765;0,26382;0,13545;0,07868;0,09998;0,04184;0,12222;0,5
176;0,33333;0,65517;0,22222;0,95148;0,04757;0,51627;0,2384;0,05628;0,0705;0,23929;0,19891;0,12132;0,08441;0,02858;0,03412;0,1;0,5
246;0,16667;0,72414;0,33333;0,75202;0,04101;0,26464;0,01933;0,08807;0,04572;0,16034;0,11516;0,08788;0,07296;0,0517;0,03145;0,05556;0,5
299;0,33333;0,44828;0,44444;0,51752;0,02096;0,26464;0,0;0,06394;0,06885;0,06732;0,13819;0,12193;0,06273;0,03433;0,04185;0,21111;0,5
652;0,56667;0,31034;0,33333;0,0;0,037;0,24946;0,01289;0,19774;0,09435;0,04651;0,06051;0,53058;0,11445;0,32655;0,06439;0,27778;0,5
417;0,26667;0,62069;0,33333;0,85714;0,04192;0,27332;0,26418;0,09721;0,01249;0,09241;0,04753;0,04053;0,01001;0,02398;0,01395;0,06111;0,0
536;0,43333;0,48276;0,2963;0,15903;0,0164;0,38395;0,01675;0,04782;0,15666;0,07956;0,08857;0,45;0,0515;0,21057;0,04065;0,20556;0,5
273;0,26667;0,51724;0,44444;0,89218;0,04738;0,26464;0,44459;0,07564;0,0779;0,15545;0,07956;0,04457;0,24034;0,01461;0,1546;0,13333;0,5
599;0,5;0,37931;0,33333;0,81941;0,0503;0,24078;0,12629;0,04856;0,07116;0,17442;0,16164;0,05963;0,04292;0,02853;0,0368;0,11111;0,5
155;0,2;0,37931;0,66667;0,98113;0,03098;0,20174;0,38402;0,02739;0,01764;0,06671;0,04879;0,04757;0,02718;0,00112;0,03412;0,16111;0,0
127;0,2;0,7931;0,22222;0,5283;0,09276;0,39696;0,0;0,05479;0,10387;0,11567;0,5603;0,40254;0,06438;0,21281;0,06053;0,13889;0,5
559;0,3;0,37931;0,55556;0,87601;0,02843;0,30152;0,32216;0,04167;0,08728;0,08935;0,0915;0,04075;0,03433;0,01456;0,02433;0,18889;0,5
342;0,16667;0,75862;0,2963;0,32615;0,0113;0,22993;0,0;0,02374;0,18897;0,12729;0,23723;0,43949;0,88222;0,19445;0,07823;0,32778;0,5
431;0,33333;0,65517;0,22222;0,84906;0,06196;0,33406;0,15464;0,03802;0,02372;0,16463;0,11495;0,06361;0,00858;0,05572;0,0368;0,18889;0,5
288;0,46667;0,24138;0,51852;0,30458;0,01221;0,20174;0,0;0,06649;0,05709;0,0306;0,05214;0,38408;0,05561;0,09863;0,05267;0,03889;0,5
114;0,43333;0,44828;0,33333;0,83288;0,05249;0,42733;0,53866;0,06575;0,12567;0,14504;0,12144;0,09328;0,02861;0,00894;0,05015;0,25556;0,5
657;0,36667;0,51724;0,33333;0,11321;0,02661;0,42082;0,00644;0,14577;0,07426;0,07834;0,16394;0,44684;0,06724;0,18696;0,03976;0,20556;0,5
174;0,26667;0,86207;0,07407;0,59299;0,08493;0,33406;0,0;0,04491;0,05299;0,14321;0,44326;0,26332;0,04578;0,12841;0,07923;0,06667;0,0
360;0,46667;0,37931;0,37037;0,01617;0,07454;0,32972;0,01675;0,20978;0,13499;0,0459;0,12395;0,55234;0,1402;0,20586;0,05341;0,45;0,5
570;0,46667;0,44828;0,2963;0,84367;0,03681;0,40564;0,13918;0,06135;0,044;0,15789;0,10678;0,02466;0,0329;0,02971;0,03472;0,17222;0,5
58;0,0;0,72414;0,51852;0,90296;0,04939;0,42733;0,3518;0,08152;0,0074;0,18299;0,06763;0,16775;0,08441;0,08521;0,06973;0,01667;0,0
540;0,5;0,37931;0,33333;0,83827;0,03426;0,34273;0,1933;0,01171;0,03033;0,10404;0,04355;0,05979;0,02432;0,03013;0,01128;0,05556;0,5
223;0,2;0,72414;0,2963;0,77898;0,04465;0,32755;0,0451;0,03506;0,03191;0,1377;0,18363;0,11958;0,05722;0,04095;0,03501;0,08333;0,5
281;0,2;0,41379;0,62963;0,83827;0,07818;0,29718;0,54124;0,16483;0,06092;0,15239;0,06281;0,02438;0,06295;0,00696;0,19585;0,03889;0,0
18;0,36667;0,51724;0,33333;0,88949;0,07326;0,4295;0,31959;0,01644;0,08622;0,15667;0,12961;0,05772;0,02289;0,04148;0,01958;0,01111;0,5
128;0,26667;0,72414;0,22222;0,55256;0,07472;0,42082;0,0;0,05006;0,08147;0,09425;0,51068;0,51181;0,07439;0,14232;0,0819;0,11111;0,5
323;0,5;0,10345;0,62963;0,80323;0,34554;0,33839;0,2049;0,85201;0,05028;0,04774;0,02764;0,03475;0,01431;0,01911;0,01602;0,21111;0,0
256;0,3;0,48276;0,44444;0,89488;0,04465;0,52495;0,34794;0,09903;0,0078;0,13097;0,07977;0,0497;0,09013;0,02425;0,02582;0,12778;0,5
526;0,4;0,55172;0,25926;0,84097;0,04465;0,50759;0,30284;0,10966;0,03442;0,03488;0,0825;0,06159;0,04149;0,05481;0,027;0,08889;0,5
586;0,33333;0,62069;0,25926;0,85175;0,04465;0,19957;0,08376;0,13341;0,05048;0,14259;0,12835;0,0443;0,01574;0,01654;0,02671;0,07222;0,5
751;0,43333;0,44828;0,33333;0,87601;0,05595;0,52711;0,22938;0,07015;0,1291;0,30661;0,1809;0,04462;0,15379;0,03087;0,06377;0,03889;0,5
191;0,4;0,65517;0,14815;0,8841;0,02533;0,35575;0,0683;0,03836;0,03257;0,08078;0,62123;0,16518;0,05007;0,02275;0,01098;0,03889;0,5
116;0,13333;0,65517;0,44444;0,85714;0,05449;0,42733;0,37113;0,10817;0,07783;0,459;0,11746;0,07386;0,10014;0,02334;0,04659;0,23889;0,5
693;0,93333;0,06897;0,18519;0,13477;0,04319;0,141;0,01675;0,10302;0,00991;0,04651;0,02554;0,1282;0,08298;0,22534;0,02255;0,36111;0,0
498;0,43333;0,41379;0,37037;0,82749;0,04629;0,37527;0,18041;0,13814;0,02174;0,14994;0,18677;0,0953;0,04864;0,09849;0,02404;0,05556;0,5
95;0,56667;0,24138;0,40741;0,96496;0,04629;0,41866;0,36727;0,06317;0,12785;0,26561;0,07454;0,05673;0,11874;0,01001;0,03887;0,15556;0,5
181;0,26667;0,82759;0,11111;0,62264;0,04101;0,36226;0,0;0,05444;0,03931;0,09241;0,71357;0,25127;0,04864;0,0706;0,02493;0,24444;0,5
302;0,3;0,41379;0,51852;0,85175;0,05814;0,48156;0,33247;0,09465;0,05127;0,25887;0,07684;0,03063;0,0957;0,01697;0,13518;0,16111;0,0
569;0,56667;0,55172;0,07407;0,83288;0,037;0,3167;0,17397;0,03213;0,13069;0,14933;0,14594;0,03213;0,03863;0,03292;0,03234;0,17778;0,5
633;0,5;0,27586;0,44444;0,48787;0,00802;0,16052;0,0232;0,02557;0,06231;0,03733;0,03162;0,08341;0,04578;0,10999;0,02552;0,25;0,5
549;0,4;0,44828;0,37037;0,85984;0,03062;0,44902;0,41624;0,00581;0,04625;0,14749;0,0134;0,03022;0,02289;0,03822;0,02374;0,07222;0,5
546;0,36667;0,27586;0,59259;0,86253;0,04465;0,47072;0,26418;0,08152;0,09376;0,09119;0,01487;0,0354;0,02861;0,02933;0,02226;0,19444;0,5
692;1,0;0,03448;0,14815;0,3531;0,02697;0,2538;0,01289;0,05188;0,08907;0,10465;0,00607;0,11091;0,08727;0,18723;0,02285;0,27778;0,5
530;0,2;0,86207;0,14815;0,4717;0,12138;0,32104;0,01675;0,07015;0,07123;0,18788;0,40599;0,30664;0,07153;0,15597;0,04837;0,27778;0,5
6;0,32;0,70345;0,18519;0,54286;0,03918;0,12451;0,0;0,04849;0,0875;0,1224;0,63861;0,35252;0,02489;0,07044;0,05674;0,17778;0,5
767;0,33333;0,51724;0,37037;0,71698;0,04392;0,3102;0,06186;0,02482;0,03436;0,18421;0,14008;0,09318;0,04049;0,06589;0,33294;0,02222;0,5
46;0,2;0,55172;0,48148;0,91375;0,07363;0,44252;0,43814;0,03653;0,06587;0,46756;0,12291;0,10343;0,08584;0,03174;0,23145;0,11111;0,0
708;0,53333;0,37931;0,2963;0,83288;0,08967;0,67028;0,00387;0,23095;0,20529;0,41187;0,20038;0,05799;0,25851;0,02098;0,05145;0,32222;1,0
